id,title,make,model,variant,price,year,mileage,fuelType,transmission,distanceMiles,postcodeArea,source,dealerName,motExpiry,listedAt,valueScore,valueInsight,imageUrl,originalListingUrl
111,Honda Civic i-VTEC #111,Honda,Civic,i-VTEC,21069,2016,27207,Hybrid,Automatic,29,SW1,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-28,80,£311 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/111
112,Mazda 3 SE-L #112,Mazda,3,SE-L,21448,2017,27344,Electric,Manual,36,SW2,eBay,Direct Autos,Dec 2026,2026-06-01,81,£312 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/112
113,Volkswagen Golf 1.5 TSI #113,Volkswagen,Golf,1.5 TSI,21827,2018,27481,Petrol,Automatic,43,SW3,Dealer Site,EV Specialists,Dec 2026,2026-06-02,82,£313 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/113
114,Ford Fiesta Titanium #114,Ford,Fiesta,Titanium,22206,2019,27618,Diesel,Manual,50,SW4,Local Garage,AutoMart London,Dec 2026,2026-06-03,83,£314 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/114
115,BMW 118i Sport #115,BMW,118i,Sport,22585,2020,27755,Hybrid,Automatic,57,SW5,Partner Dealer,City Motors,Dec 2026,2026-06-04,84,£315 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/115
116,Toyota Yaris Hybrid #116,Toyota,Yaris,Hybrid,22964,2021,27892,Electric,Manual,64,SW6,eBay,Premium Cars Ltd,Dec 2026,2026-06-05,85,£316 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/116
117,Audi A3 TDI Sport #117,Audi,A3,TDI Sport,23343,2022,28029,Petrol,Automatic,71,SW7,Dealer Site,Green Drive Motors,Dec 2026,2026-06-06,86,£317 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/117
118,Nissan Leaf Tekna #118,Nissan,Leaf,Tekna,23722,2023,28166,Diesel,Manual,78,SW8,Local Garage,Direct Autos,Dec 2026,2026-06-07,87,£318 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/118
119,Honda Civic i-VTEC #119,Honda,Civic,i-VTEC,24101,2024,28303,Hybrid,Automatic,85,SW9,Partner Dealer,EV Specialists,Dec 2026,2026-06-08,88,£319 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/119
120,Mazda 3 SE-L #120,Mazda,3,SE-L,24480,2025,28440,Electric,Manual,92,SW10,eBay,AutoMart London,Dec 2026,2026-06-09,89,£320 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/120
121,Volkswagen Golf 1.5 TSI #121,Volkswagen,Golf,1.5 TSI,24859,2015,28577,Petrol,Automatic,99,SW11,Dealer Site,City Motors,Dec 2026,2026-06-10,90,£321 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/121
122,Ford Fiesta Titanium #122,Ford,Fiesta,Titanium,25238,2016,28714,Diesel,Manual,106,SW12,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-11,91,£322 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/122
123,BMW 118i Sport #123,BMW,118i,Sport,25617,2017,28851,Hybrid,Automatic,113,SW13,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-12,92,£323 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/123
124,Toyota Yaris Hybrid #124,Toyota,Yaris,Hybrid,25996,2018,28988,Electric,Manual,120,SW14,eBay,Direct Autos,Dec 2026,2026-06-13,93,£324 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/124
125,Audi A3 TDI Sport #125,Audi,A3,TDI Sport,26375,2019,29125,Petrol,Automatic,127,SW15,Dealer Site,EV Specialists,Dec 2026,2026-06-14,94,£325 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/125
126,Nissan Leaf Tekna #126,Nissan,Leaf,Tekna,26754,2020,29262,Diesel,Manual,134,SW16,Local Garage,AutoMart London,Dec 2026,2026-06-15,95,£326 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/126
127,Honda Civic i-VTEC #127,Honda,Civic,i-VTEC,27133,2021,29399,Hybrid,Automatic,141,SW17,Partner Dealer,City Motors,Dec 2026,2026-06-16,96,£327 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/127
128,Mazda 3 SE-L #128,Mazda,3,SE-L,27512,2022,29536,Electric,Manual,148,SW18,eBay,Premium Cars Ltd,Dec 2026,2026-06-17,97,£328 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/128
129,Volkswagen Golf 1.5 TSI #129,Volkswagen,Golf,1.5 TSI,27891,2023,29673,Petrol,Automatic,5,SW19,Dealer Site,Green Drive Motors,Dec 2026,2026-06-18,55,£329 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/129
130,Ford Fiesta Titanium #130,Ford,Fiesta,Titanium,28270,2024,29810,Diesel,Manual,12,SW0,Local Garage,Direct Autos,Dec 2026,2026-06-19,56,£330 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/130
131,BMW 118i Sport #131,BMW,118i,Sport,28649,2025,29947,Hybrid,Automatic,19,SW1,Partner Dealer,EV Specialists,Dec 2026,2026-06-20,57,£331 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/131
132,Toyota Yaris Hybrid #132,Toyota,Yaris,Hybrid,29028,2015,30084,Electric,Manual,26,SW2,eBay,AutoMart London,Dec 2026,2026-06-21,58,£332 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/132
133,Audi A3 TDI Sport #133,Audi,A3,TDI Sport,29407,2016,30221,Petrol,Automatic,33,SW3,Dealer Site,City Motors,Dec 2026,2026-06-22,59,£333 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/133
134,Nissan Leaf Tekna #134,Nissan,Leaf,Tekna,29786,2017,30358,Diesel,Manual,40,SW4,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-23,60,£334 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/134
135,Honda Civic i-VTEC #135,Honda,Civic,i-VTEC,30165,2018,30495,Hybrid,Automatic,47,SW5,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-24,61,£335 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/135
136,Mazda 3 SE-L #136,Mazda,3,SE-L,30544,2019,30632,Electric,Manual,54,SW6,eBay,Direct Autos,Dec 2026,2026-06-25,62,£336 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/136
137,Volkswagen Golf 1.5 TSI #137,Volkswagen,Golf,1.5 TSI,30923,2020,30769,Petrol,Automatic,61,SW7,Dealer Site,EV Specialists,Dec 2026,2026-06-26,63,£337 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/137
138,Ford Fiesta Titanium #138,Ford,Fiesta,Titanium,5302,2021,30906,Diesel,Manual,68,SW8,Local Garage,AutoMart London,Dec 2026,2026-06-27,64,£338 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/138
139,BMW 118i Sport #139,BMW,118i,Sport,5681,2022,31043,Hybrid,Automatic,75,SW9,Partner Dealer,City Motors,Dec 2026,2026-06-28,65,£339 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/139
140,Toyota Yaris Hybrid #140,Toyota,Yaris,Hybrid,6060,2023,31180,Electric,Manual,82,SW10,eBay,Premium Cars Ltd,Dec 2026,2026-06-01,66,£340 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/140
141,Audi A3 TDI Sport #141,Audi,A3,TDI Sport,6439,2024,31317,Petrol,Automatic,89,SW11,Dealer Site,Green Drive Motors,Dec 2026,2026-06-02,67,£341 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/141
142,Nissan Leaf Tekna #142,Nissan,Leaf,Tekna,6818,2025,31454,Diesel,Manual,96,SW12,Local Garage,Direct Autos,Dec 2026,2026-06-03,68,£342 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/142
143,Honda Civic i-VTEC #143,Honda,Civic,i-VTEC,7197,2015,31591,Hybrid,Automatic,103,SW13,Partner Dealer,EV Specialists,Dec 2026,2026-06-04,69,£343 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/143
144,Mazda 3 SE-L #144,Mazda,3,SE-L,7576,2016,31728,Electric,Manual,110,SW14,eBay,AutoMart London,Dec 2026,2026-06-05,70,£344 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/144
145,Volkswagen Golf 1.5 TSI #145,Volkswagen,Golf,1.5 TSI,7955,2017,31865,Petrol,Automatic,117,SW15,Dealer Site,City Motors,Dec 2026,2026-06-06,71,£345 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/145
146,Ford Fiesta Titanium #146,Ford,Fiesta,Titanium,8334,2018,32002,Diesel,Manual,124,SW16,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-07,72,£346 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/146
147,BMW 118i Sport #147,BMW,118i,Sport,8713,2019,32139,Hybrid,Automatic,131,SW17,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-08,73,£347 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/147
148,Toyota Yaris Hybrid #148,Toyota,Yaris,Hybrid,9092,2020,32276,Electric,Manual,138,SW18,eBay,Direct Autos,Dec 2026,2026-06-09,74,£348 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/148
149,Audi A3 TDI Sport #149,Audi,A3,TDI Sport,9471,2021,32413,Petrol,Automatic,145,SW19,Dealer Site,EV Specialists,Dec 2026,2026-06-10,75,£349 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/149
150,Nissan Leaf Tekna #150,Nissan,Leaf,Tekna,9850,2022,32550,Diesel,Manual,2,SW0,Local Garage,AutoMart London,Dec 2026,2026-06-11,76,£350 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/150
151,Honda Civic i-VTEC #151,Honda,Civic,i-VTEC,10229,2023,32687,Hybrid,Automatic,9,SW1,Partner Dealer,City Motors,Dec 2026,2026-06-12,77,£351 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/151
152,Mazda 3 SE-L #152,Mazda,3,SE-L,10608,2024,32824,Electric,Manual,16,SW2,eBay,Premium Cars Ltd,Dec 2026,2026-06-13,78,£352 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/152
153,Volkswagen Golf 1.5 TSI #153,Volkswagen,Golf,1.5 TSI,10987,2025,32961,Petrol,Automatic,23,SW3,Dealer Site,Green Drive Motors,Dec 2026,2026-06-14,79,£353 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/153
154,Ford Fiesta Titanium #154,Ford,Fiesta,Titanium,11366,2015,33098,Diesel,Manual,30,SW4,Local Garage,Direct Autos,Dec 2026,2026-06-15,80,£354 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/154
155,BMW 118i Sport #155,BMW,118i,Sport,11745,2016,33235,Hybrid,Automatic,37,SW5,Partner Dealer,EV Specialists,Dec 2026,2026-06-16,81,£355 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/155
156,Toyota Yaris Hybrid #156,Toyota,Yaris,Hybrid,12124,2017,33372,Electric,Manual,44,SW6,eBay,AutoMart London,Dec 2026,2026-06-17,82,£356 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/156
157,Audi A3 TDI Sport #157,Audi,A3,TDI Sport,12503,2018,33509,Petrol,Automatic,51,SW7,Dealer Site,City Motors,Dec 2026,2026-06-18,83,£357 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/157
158,Nissan Leaf Tekna #158,Nissan,Leaf,Tekna,12882,2019,33646,Diesel,Manual,58,SW8,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-19,84,£358 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/158
159,Honda Civic i-VTEC #159,Honda,Civic,i-VTEC,13261,2020,33783,Hybrid,Automatic,65,SW9,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-20,85,£359 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/159
160,Mazda 3 SE-L #160,Mazda,3,SE-L,13640,2021,33920,Electric,Manual,72,SW10,eBay,Direct Autos,Dec 2026,2026-06-21,86,£360 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/160
161,Volkswagen Golf 1.5 TSI #161,Volkswagen,Golf,1.5 TSI,14019,2022,34057,Petrol,Automatic,79,SW11,Dealer Site,EV Specialists,Dec 2026,2026-06-22,87,£361 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/161
162,Ford Fiesta Titanium #162,Ford,Fiesta,Titanium,14398,2023,34194,Diesel,Manual,86,SW12,Local Garage,AutoMart London,Dec 2026,2026-06-23,88,£362 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/162
163,BMW 118i Sport #163,BMW,118i,Sport,14777,2024,34331,Hybrid,Automatic,93,SW13,Partner Dealer,City Motors,Dec 2026,2026-06-24,89,£363 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/163
164,Toyota Yaris Hybrid #164,Toyota,Yaris,Hybrid,15156,2025,34468,Electric,Manual,100,SW14,eBay,Premium Cars Ltd,Dec 2026,2026-06-25,90,£364 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/164
165,Audi A3 TDI Sport #165,Audi,A3,TDI Sport,15535,2015,34605,Petrol,Automatic,107,SW15,Dealer Site,Green Drive Motors,Dec 2026,2026-06-26,91,£365 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/165
166,Nissan Leaf Tekna #166,Nissan,Leaf,Tekna,15914,2016,34742,Diesel,Manual,114,SW16,Local Garage,Direct Autos,Dec 2026,2026-06-27,92,£366 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/166
167,Honda Civic i-VTEC #167,Honda,Civic,i-VTEC,16293,2017,34879,Hybrid,Automatic,121,SW17,Partner Dealer,EV Specialists,Dec 2026,2026-06-28,93,£367 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/167
168,Mazda 3 SE-L #168,Mazda,3,SE-L,16672,2018,35016,Electric,Manual,128,SW18,eBay,AutoMart London,Dec 2026,2026-06-01,94,£368 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/168
169,Volkswagen Golf 1.5 TSI #169,Volkswagen,Golf,1.5 TSI,17051,2019,35153,Petrol,Automatic,135,SW19,Dealer Site,City Motors,Dec 2026,2026-06-02,95,£369 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/169
170,Ford Fiesta Titanium #170,Ford,Fiesta,Titanium,17430,2020,35290,Diesel,Manual,142,SW0,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-03,96,£370 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/170
171,BMW 118i Sport #171,BMW,118i,Sport,17809,2021,35427,Hybrid,Automatic,149,SW1,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-04,97,£371 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/171
172,Toyota Yaris Hybrid #172,Toyota,Yaris,Hybrid,18188,2022,35564,Electric,Manual,6,SW2,eBay,Direct Autos,Dec 2026,2026-06-05,55,£372 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/172
173,Audi A3 TDI Sport #173,Audi,A3,TDI Sport,18567,2023,35701,Petrol,Automatic,13,SW3,Dealer Site,EV Specialists,Dec 2026,2026-06-06,56,£373 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/173
174,Nissan Leaf Tekna #174,Nissan,Leaf,Tekna,18946,2024,35838,Diesel,Manual,20,SW4,Local Garage,AutoMart London,Dec 2026,2026-06-07,57,£374 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/174
175,Honda Civic i-VTEC #175,Honda,Civic,i-VTEC,19325,2025,35975,Hybrid,Automatic,27,SW5,Partner Dealer,City Motors,Dec 2026,2026-06-08,58,£375 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/175
176,Mazda 3 SE-L #176,Mazda,3,SE-L,19704,2015,36112,Electric,Manual,34,SW6,eBay,Premium Cars Ltd,Dec 2026,2026-06-09,59,£376 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/176
177,Volkswagen Golf 1.5 TSI #177,Volkswagen,Golf,1.5 TSI,20083,2016,36249,Petrol,Automatic,41,SW7,Dealer Site,Green Drive Motors,Dec 2026,2026-06-10,60,£377 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/177
178,Ford Fiesta Titanium #178,Ford,Fiesta,Titanium,20462,2017,36386,Diesel,Manual,48,SW8,Local Garage,Direct Autos,Dec 2026,2026-06-11,61,£378 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/178
179,BMW 118i Sport #179,BMW,118i,Sport,20841,2018,36523,Hybrid,Automatic,55,SW9,Partner Dealer,EV Specialists,Dec 2026,2026-06-12,62,£379 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/179
180,Toyota Yaris Hybrid #180,Toyota,Yaris,Hybrid,21220,2019,36660,Electric,Manual,62,SW10,eBay,AutoMart London,Dec 2026,2026-06-13,63,£380 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/180
181,Audi A3 TDI Sport #181,Audi,A3,TDI Sport,21599,2020,36797,Petrol,Automatic,69,SW11,Dealer Site,City Motors,Dec 2026,2026-06-14,64,£381 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/181
182,Nissan Leaf Tekna #182,Nissan,Leaf,Tekna,21978,2021,36934,Diesel,Manual,76,SW12,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-15,65,£382 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/182
183,Honda Civic i-VTEC #183,Honda,Civic,i-VTEC,22357,2022,37071,Hybrid,Automatic,83,SW13,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-16,66,£383 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/183
184,Mazda 3 SE-L #184,Mazda,3,SE-L,22736,2023,37208,Electric,Manual,90,SW14,eBay,Direct Autos,Dec 2026,2026-06-17,67,£384 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/184
185,Volkswagen Golf 1.5 TSI #185,Volkswagen,Golf,1.5 TSI,23115,2024,37345,Petrol,Automatic,97,SW15,Dealer Site,EV Specialists,Dec 2026,2026-06-18,68,£385 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/185
186,Ford Fiesta Titanium #186,Ford,Fiesta,Titanium,23494,2025,37482,Diesel,Manual,104,SW16,Local Garage,AutoMart London,Dec 2026,2026-06-19,69,£386 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/186
187,BMW 118i Sport #187,BMW,118i,Sport,23873,2015,37619,Hybrid,Automatic,111,SW17,Partner Dealer,City Motors,Dec 2026,2026-06-20,70,£387 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/187
188,Toyota Yaris Hybrid #188,Toyota,Yaris,Hybrid,24252,2016,37756,Electric,Manual,118,SW18,eBay,Premium Cars Ltd,Dec 2026,2026-06-21,71,£388 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/188
189,Audi A3 TDI Sport #189,Audi,A3,TDI Sport,24631,2017,37893,Petrol,Automatic,125,SW19,Dealer Site,Green Drive Motors,Dec 2026,2026-06-22,72,£389 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/189
190,Nissan Leaf Tekna #190,Nissan,Leaf,Tekna,25010,2018,38030,Diesel,Manual,132,SW0,Local Garage,Direct Autos,Dec 2026,2026-06-23,73,£390 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/190
191,Honda Civic i-VTEC #191,Honda,Civic,i-VTEC,25389,2019,38167,Hybrid,Automatic,139,SW1,Partner Dealer,EV Specialists,Dec 2026,2026-06-24,74,£391 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/191
192,Mazda 3 SE-L #192,Mazda,3,SE-L,25768,2020,38304,Electric,Manual,146,SW2,eBay,AutoMart London,Dec 2026,2026-06-25,75,£392 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/192
193,Volkswagen Golf 1.5 TSI #193,Volkswagen,Golf,1.5 TSI,26147,2021,38441,Petrol,Automatic,3,SW3,Dealer Site,City Motors,Dec 2026,2026-06-26,76,£393 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/193
194,Ford Fiesta Titanium #194,Ford,Fiesta,Titanium,26526,2022,38578,Diesel,Manual,10,SW4,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-27,77,£394 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/194
195,BMW 118i Sport #195,BMW,118i,Sport,26905,2023,38715,Hybrid,Automatic,17,SW5,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-28,78,£395 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/195
196,Toyota Yaris Hybrid #196,Toyota,Yaris,Hybrid,27284,2024,38852,Electric,Manual,24,SW6,eBay,Direct Autos,Dec 2026,2026-06-01,79,£396 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/196
197,Audi A3 TDI Sport #197,Audi,A3,TDI Sport,27663,2025,38989,Petrol,Automatic,31,SW7,Dealer Site,EV Specialists,Dec 2026,2026-06-02,80,£397 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/197
198,Nissan Leaf Tekna #198,Nissan,Leaf,Tekna,28042,2015,39126,Diesel,Manual,38,SW8,Local Garage,AutoMart London,Dec 2026,2026-06-03,81,£398 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/198
